,doi,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,strain_final,biosample_genotype,project,condition,refrence,condition_name_old,project_name_old,full_condition_name,replicate,refrence_condition_old,strain_description,base_media,carbon_source,aerobicity,nitrogen_source,supplement,temperature,growth_phase,OD,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,sample,n_replicates
SRX1156138,https://doi.org/10.3762/bjoc.14.284,8/17/16 22:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2170941,SRP062516,PRJNA293013,293013.0,SRS1038090,SAMN03995938,SRA289493,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1681165.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Pseudomonas_culture_Cisplatin_Bile,PAO1_bile,PAO1_untreated,PAO1_bile_1,Cisplatin_Bile,Pseudomonas_culture_Cisplatin_Bile:PAO1_bile,1,PAO1_untreated,,ABTGC,,Aerobic,,,,early-stationary,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,2.0
SRX1156140,https://doi.org/10.3762/bjoc.14.284,8/17/16 22:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2170942,SRP062516,PRJNA293013,293013.0,SRS1038090,SAMN03995938,SRA289493,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1681167.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Pseudomonas_culture_Cisplatin_Bile,PAO1_bile,PAO1_untreated,PAO1_bile_2,Cisplatin_Bile,Pseudomonas_culture_Cisplatin_Bile:PAO1_bile,2,PAO1_untreated,,ABTGC,,Aerobic,,,,early-stationary,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,2.0
ERX2195929,https://doi.org/10.1093/nar/gkx1245,10/26/17 7:16,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2139380,ERP104508,PRJEB22802,415938.0,ERS1945262,SAMEA104320284,ERA1105626,RNA-Seq,unspecified,TRANSCRIPTOMIC,University of Vienna,0.0,4658316.0,,,29244160,29244160.0,PAO1,PAO1,wild type genotype,NC_002516.2,Catabolite_repression,del_hfq_crc_wt,del_hfq_crc_wt,del_hfq_crc_wt,Crc_Hfq,Catabolite_repression:del_hfq_crc_wt,1,del_hfq_crc_wt,,BSM,,Aerobic,,,,,600,RNA chaperone Hfq and the catabolite repression control protein (Crc) act as post-transcriptional regulators during carbon catabolite repression (CCR),1.0,1.0,1.0,1.0,1.0,Catabolite_repression:del_hfq_crc_wt:1,2.0
ERX2195930,https://doi.org/10.1093/nar/gkx1245,10/26/17 7:16,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2139381,ERP104508,PRJEB22802,415938.0,ERS1945263,SAMEA104320285,ERA1105626,RNA-Seq,unspecified,TRANSCRIPTOMIC,University of Vienna,0.0,4658317.0,,,29244160,29244160.0,PAO1,PAO1,wild type genotype,NC_002516.2,Catabolite_repression,del_hfq_crc_wt,del_hfq_crc_wt,del_hfq_crc_wt,Crc_Hfq,Catabolite_repression:del_hfq_crc_wt,2,del_hfq_crc_wt,,BSM,,Aerobic,,,,,600,RNA chaperone Hfq and the catabolite repression control protein (Crc) act as post-transcriptional regulators during carbon catabolite repression (CCR),1.0,1.0,1.0,1.0,1.0,Catabolite_repression:del_hfq_crc_wt:2,2.0
ERX2195931,https://doi.org/10.1093/nar/gkx1245,10/26/17 7:16,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2139382,ERP104508,PRJEB22802,415938.0,ERS1945264,SAMEA104320286,ERA1105626,RNA-Seq,unspecified,TRANSCRIPTOMIC,University of Vienna,0.0,4658318.0,,,29244160,29244160.0,PAO1_hfq,PAO1,hfq,NC_002516.2,Catabolite_repression,delHfq,del_hfq_crc_wt,delHfq,Crc_Hfq,Catabolite_repression:delHfq,1,del_hfq_crc_wt,,BSM,,Aerobic,,,,,600,RNA chaperone Hfq and the catabolite repression control protein (Crc) act as post-transcriptional regulators during carbon catabolite repression (CCR),1.0,1.0,1.0,1.0,1.0,Catabolite_repression:delHfq:1,2.0
ERX2195932,https://doi.org/10.1093/nar/gkx1245,10/26/17 7:16,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2139383,ERP104508,PRJEB22802,415938.0,ERS1945265,SAMEA104320287,ERA1105626,RNA-Seq,unspecified,TRANSCRIPTOMIC,University of Vienna,0.0,4658319.0,,,29244160,29244160.0,PAO1_hfq,PAO1,hfq,NC_002516.2,Catabolite_repression,delHfq,del_hfq_crc_wt,delHfq,Crc_Hfq,Catabolite_repression:delHfq,2,del_hfq_crc_wt,,BSM,,Aerobic,,,,,600,RNA chaperone Hfq and the catabolite repression control protein (Crc) act as post-transcriptional regulators during carbon catabolite repression (CCR),1.0,1.0,1.0,1.0,1.0,Catabolite_repression:delHfq:2,2.0
ERX2195933,https://doi.org/10.1093/nar/gkx1245,10/26/17 7:16,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2139384,ERP104508,PRJEB22802,415938.0,ERS1945266,SAMEA104320288,ERA1105626,RNA-Seq,unspecified,TRANSCRIPTOMIC,University of Vienna,0.0,4658320.0,,,29244160,29244160.0,PAO1_dcrc,PAO1,crc,NC_002516.2,Catabolite_repression,deldcrc,del_hfq_crc_wt,deldcrc,Crc_Hfq,Catabolite_repression:deldcrc,1,del_hfq_crc_wt,,BSM,,Aerobic,,,,,600,RNA chaperone Hfq and the catabolite repression control protein (Crc) act as post-transcriptional regulators during carbon catabolite repression (CCR),1.0,1.0,1.0,1.0,1.0,Catabolite_repression:deldcrc:1,2.0
ERX2195934,https://doi.org/10.1093/nar/gkx1245,10/26/17 7:16,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2139385,ERP104508,PRJEB22802,415938.0,ERS1945267,SAMEA104320289,ERA1105626,RNA-Seq,unspecified,TRANSCRIPTOMIC,University of Vienna,0.0,4658321.0,,,29244160,29244160.0,PAO1_dcrc,PAO1,crc,NC_002516.2,Catabolite_repression,deldcrc,del_hfq_crc_wt,deldcrc,Crc_Hfq,Catabolite_repression:deldcrc,2,del_hfq_crc_wt,,BSM,,Aerobic,,,,,600,RNA chaperone Hfq and the catabolite repression control protein (Crc) act as post-transcriptional regulators during carbon catabolite repression (CCR),1.0,1.0,1.0,1.0,1.0,Catabolite_repression:deldcrc:2,2.0
SRX4579961,https://dx.doi.org/10.3389%2Ffmicb.2018.03222,9/25/18 18:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR7723449,SRP158426,PRJNA486815,486815.0,SRS3694314,SAMN09865656,SRA761041,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Research Council (CNR),0.0,6191945.0,GSE118801,GSM3347985,30666240,30666240.0,PAO1,PAO1,wild type,NC_002516.2,Diallyl_disulphide_treatment,PAO1_ctrl_wt,PAO1_ctrl_wt,PAO1_ctrl_wt,Diallyl_disulphide_PA,Diallyl_disulphide_treatment:PAO1_ctrl_wt,1,PAO1_ctrl_wt,,LB,,Aerobic,,,37.0,exponential,,,1.0,1.0,1.0,1.0,1.0,Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,3.0
SRX4579962,https://dx.doi.org/10.3389%2Ffmicb.2018.03222,9/25/18 18:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR7723450,SRP158426,PRJNA486815,486815.0,SRS3694291,SAMN09865655,SRA761041,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Research Council (CNR),0.0,6191946.0,GSE118801,GSM3347986,30666240,30666240.0,PAO1,PAO1,wild type,NC_002516.2,Diallyl_disulphide_treatment,PAO1_ctrl_wt,PAO1_ctrl_wt,PAO1_ctrl_wt,Diallyl_disulphide_PA,Diallyl_disulphide_treatment:PAO1_ctrl_wt,2,PAO1_ctrl_wt,,LB,,Aerobic,,,37.0,exponential,,,1.0,1.0,1.0,1.0,1.0,Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,3.0
SRX4579963,https://dx.doi.org/10.3389%2Ffmicb.2018.03222,9/25/18 18:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR7723451,SRP158426,PRJNA486815,486815.0,SRS3694294,SAMN09865667,SRA761041,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Research Council (CNR),0.0,6191947.0,GSE118801,GSM3347987,30666240,30666240.0,PAO1,PAO1,wild type,NC_002516.2,Diallyl_disulphide_treatment,PAO1_ctrl_wt,PAO1_ctrl_wt,PAO1_ctrl_wt,Diallyl_disulphide_PA,Diallyl_disulphide_treatment:PAO1_ctrl_wt,3,PAO1_ctrl_wt,,LB,,Aerobic,,,37.0,exponential,,,1.0,1.0,1.0,1.0,1.0,Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,3.0
SRX4579964,https://dx.doi.org/10.3389%2Ffmicb.2018.03222,9/25/18 18:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR7723452,SRP158426,PRJNA486815,486815.0,SRS3694319,SAMN09865654,SRA761041,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Research Council (CNR),0.0,6191948.0,GSE118801,GSM3347988,30666240,30666240.0,PAO1,PAO1,wild type,NC_002516.2,Diallyl_disulphide_treatment,PAO1_DDS,PAO1_ctrl_wt,PAO1_DDS_1,Diallyl_disulphide_PA,Diallyl_disulphide_treatment:PAO1_DDS,1,PAO1_ctrl_wt,,LB,,Aerobic,,,37.0,exponential,,,1.0,1.0,1.0,1.0,1.0,Diallyl_disulphide_treatment:PAO1_DDS:1,3.0
SRX4579965,https://dx.doi.org/10.3389%2Ffmicb.2018.03222,9/25/18 18:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR7723453,SRP158426,PRJNA486815,486815.0,SRS3694295,SAMN09865653,SRA761041,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Research Council (CNR),0.0,6191949.0,GSE118801,GSM3347989,30666240,30666240.0,PAO1,PAO1,wild type,NC_002516.2,Diallyl_disulphide_treatment,PAO1_DDS,PAO1_ctrl_wt,PAO1_DDS_2,Diallyl_disulphide_PA,Diallyl_disulphide_treatment:PAO1_DDS,2,PAO1_ctrl_wt,,LB,,Aerobic,,,37.0,exponential,,,1.0,1.0,1.0,1.0,1.0,Diallyl_disulphide_treatment:PAO1_DDS:2,3.0
SRX4579966,https://dx.doi.org/10.3389%2Ffmicb.2018.03222,9/25/18 18:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR7723454,SRP158426,PRJNA486815,486815.0,SRS3694293,SAMN09865652,SRA761041,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Research Council (CNR),0.0,6191950.0,GSE118801,GSM3347990,30666240,30666240.0,PAO1,PAO1,wild type,NC_002516.2,Diallyl_disulphide_treatment,PAO1_DDS,PAO1_ctrl_wt,PAO1_DDS_3,Diallyl_disulphide_PA,Diallyl_disulphide_treatment:PAO1_DDS,3,PAO1_ctrl_wt,,LB,,Aerobic,,,37.0,exponential,,,1.0,1.0,1.0,1.0,1.0,Diallyl_disulphide_treatment:PAO1_DDS:3,3.0
SRX5630349,https://doi.org/10.1128/mbio.02926-19,1/1/20 12:21,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR8842505,SRP190446,PRJNA530741,530741.0,SRS4575391,SAMN11332884,SRA869202,RNA-Seq,cDNA,TRANSCRIPTOMIC,City University of Hong Kong,0.0,7591079.0,GSE129281,GSM3703943,31964733,31964733.0,PAO1,PAO1,Wild-type,NC_008463.1,G_Quadruplex_Gene_Regulation,rG4seq_P_K_rep,rG4seq_P_K_rep,rG4seq_P_K_rep,G_Quadruplex_Gene_Regulate,G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep,1,rG4seq_P_K_rep,,LB,,Aerobic,,,37.0,mid-log,OD600 ->0.6,,1.0,1.0,1.0,1.0,1.0,G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,2.0
SRX5630350,https://doi.org/10.1128/mbio.02926-19,1/1/20 12:21,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR8842506,SRP190446,PRJNA530741,530741.0,SRS4575392,SAMN11332883,SRA869202,RNA-Seq,cDNA,TRANSCRIPTOMIC,City University of Hong Kong,0.0,7591080.0,GSE129281,GSM3703944,31964733,31964733.0,PAO1,PAO1,Wild-type,NC_008463.1,G_Quadruplex_Gene_Regulation,rG4seq_P_K_rep,rG4seq_P_K_rep,rG4seq_P_K_rep,G_Quadruplex_Gene_Regulate,G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep,2,rG4seq_P_K_rep,,LB,,Aerobic,,,37.0,mid-log,OD600 ->0.6,,1.0,1.0,1.0,1.0,1.0,G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,2.0
SRX5630351,https://doi.org/10.1128/mbio.02926-19,1/1/20 12:21,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR8842507,SRP190446,PRJNA530741,530741.0,SRS4575393,SAMN11332882,SRA869202,RNA-Seq,cDNA,TRANSCRIPTOMIC,City University of Hong Kong,0.0,7591081.0,GSE129281,GSM3703945,31964733,31964733.0,PAO1,PAO1,Wild-type,NC_008463.1,G_Quadruplex_Gene_Regulation,rG4seq_P_Li_rep,rG4seq_P_K_rep,rG4seq_P_Li_rep1,G_Quadruplex_Gene_Regulate,G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep,1,rG4seq_P_K_rep,,LB,,Aerobic,,,37.0,mid-log,OD600 ->0.6,,1.0,1.0,1.0,1.0,1.0,G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,2.0
SRX5630352,https://doi.org/10.1128/mbio.02926-19,1/1/20 12:21,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR8842508,SRP190446,PRJNA530741,530741.0,SRS4575394,SAMN11332881,SRA869202,RNA-Seq,cDNA,TRANSCRIPTOMIC,City University of Hong Kong,0.0,7591082.0,GSE129281,GSM3703946,31964733,31964733.0,PAO1,PAO1,Wild-type,NC_008463.1,G_Quadruplex_Gene_Regulation,rG4seq_P_Li_rep,rG4seq_P_K_rep,rG4seq_P_Li_rep2,G_Quadruplex_Gene_Regulate,G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep,2,rG4seq_P_K_rep,,LB,,Aerobic,,,37.0,mid-log,OD600 ->0.6,,1.0,1.0,1.0,1.0,1.0,G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,2.0
SRX1411278,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901089,SRP065759,PRJNA300924,300924.0,SRS1145899,SAMN04230898,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999579.0,,,,,PAO1,PAO1,wild type,NC_002516.2,HapZ_SagS_mutant,PA_HapZ_SagS_wt,PA_HapZ_SagS_wt,PAO1_HapZ_wt,HapZ_SagS,HapZ_SagS_mutant:PA_HapZ_SagS_wt,1,PA_HapZ_SagS_wt,,,,,,,,early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,1.0
SRX1411287,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901140,SRP065759,PRJNA300924,300924.0,SRS1145902,SAMN04230901,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999588.0,,,,,PAO1_HapZ+pHapZ,PAO1,HapZ+pHapZ,NC_002516.2,HapZ_SagS_mutant,delHapZp,PA_HapZ_SagS_wt,HapZ_pHapZ_1,HapZ_SagS,HapZ_SagS_mutant:delHapZp,1,PA_HapZ_SagS_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutant:delHapZp:1,2.0
SRX1411289,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901301,SRP065759,PRJNA300924,300924.0,SRS1145902,SAMN04230901,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999590.0,,,,,PAO1_HapZ+pHapZ,PAO1,HapZ+pHapZ,NC_002516.2,HapZ_SagS_mutant,delHapZp,PA_HapZ_SagS_wt,HapZ_pHapZ_2,HapZ_SagS,HapZ_SagS_mutant:delHapZp,2,PA_HapZ_SagS_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutant:delHapZp:2,2.0
SRX1411279,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901090,SRP065759,PRJNA300924,300924.0,SRS1145899,SAMN04230898,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999580.0,,,,,PAO1,PAO1,wild type,NC_002516.2,HapZ_SagS_mutants,PA_HapZ_SagS_wt,PA_HapZ_SagS_wt,PA_HapZ_SagS_wt,HapZ_SagS,HapZ_SagS_mutants:PA_HapZ_SagS_wt,1,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,2.0
SRX1411280,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901091,SRP065759,PRJNA300924,300924.0,SRS1145899,SAMN04230898,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999581.0,,,,,PAO1,PAO1,wild type,NC_002516.2,HapZ_SagS_mutants,PA_HapZ_SagS_wt,PA_HapZ_SagS_wt,PA_HapZ_SagS_wt,HapZ_SagS,HapZ_SagS_mutants:PA_HapZ_SagS_wt,2,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,2.0
SRX1411281,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901092,SRP065759,PRJNA300924,300924.0,SRS1145900,SAMN04230899,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999582.0,,,,,PAO1_HapZ,PAO1,mutants,NC_002516.2,HapZ_SagS_mutants,delHApZ,PA_HapZ_SagS_wt,delHApZ,HapZ_SagS,HapZ_SagS_mutants:delHApZ,1,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:delHApZ:1,3.0
SRX1411282,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901093,SRP065759,PRJNA300924,300924.0,SRS1145900,SAMN04230899,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999583.0,,,,,PAO1_HapZ,PAO1,mutants,NC_002516.2,HapZ_SagS_mutants,delHApZ,PA_HapZ_SagS_wt,delHApZ,HapZ_SagS,HapZ_SagS_mutants:delHApZ,2,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:delHApZ:2,3.0
SRX1411283,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901094,SRP065759,PRJNA300924,300924.0,SRS1145900,SAMN04230899,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999584.0,,,,,PAO1_HapZ,PAO1,mutants,NC_002516.2,HapZ_SagS_mutants,delHApZ,PA_HapZ_SagS_wt,delHApZ,HapZ_SagS,HapZ_SagS_mutants:delHApZ,3,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:delHApZ:3,3.0
SRX1411284,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901095,SRP065759,PRJNA300924,300924.0,SRS1145901,SAMN04230900,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999585.0,,,,,PAO1_SagS,PAO1,mutants,NC_002516.2,HapZ_SagS_mutants,delSagS,PA_HapZ_SagS_wt,delSagS,HapZ_SagS,HapZ_SagS_mutants:delSagS,1,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:delSagS:1,3.0
SRX1411285,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901096,SRP065759,PRJNA300924,300924.0,SRS1145901,SAMN04230900,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999586.0,,,,,PAO1_SagS,PAO1,mutants,NC_002516.2,HapZ_SagS_mutants,delSagS,PA_HapZ_SagS_wt,delSagS,HapZ_SagS,HapZ_SagS_mutants:delSagS,2,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:delSagS:2,3.0
SRX1411286,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901097,SRP065759,PRJNA300924,300924.0,SRS1145901,SAMN04230900,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999587.0,,,,,PAO1_SagS,PAO1,mutants,NC_002516.2,HapZ_SagS_mutants,delSagS,PA_HapZ_SagS_wt,delSagS,HapZ_SagS,HapZ_SagS_mutants:delSagS,3,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:delSagS:3,3.0
SRX1411288,https://doi.org/10.1074/jbc.m116.730887,11/4/16 0:00,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2901233,SRP065759,PRJNA300924,300924.0,SRS1145902,SAMN04230901,SRA309258,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1999589.0,,,,,PAO1_HapZ+pHapZ,PAO1,mutants,NC_002516.2,HapZ_SagS_mutants,delHapZp,PA_HapZ_SagS_wt,delHapZp,HapZ_SagS,HapZ_SagS_mutants:delHapZp,1,PA_HapZ_SagS_wt,,LB,,,,,37.0,Early stationary,,,1.0,1.0,1.0,1.0,1.0,HapZ_SagS_mutants:delHapZp:1,1.0
SRX2711962,https://doi.org/10.3389/fcimb.2017.00451,4/5/17 23:42,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5420448,SRP103149,PRJNA381683,381683.0,SRS2103669,SAMN06687297,SRA551999,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,3911991.0,,,29090193,29090193.0,PA01Pa01_wildtype_rep2,PAO1,wild type,NC_002516.2,yhjH_knockout,PA_delyhjH_wt,PA_delyhjH_wt,PA_delyhjH_wt,Knock_out_delyhjH,yhjH_knockout:PA_delyhjH_wt,1,PA_delyhjH_wt,,ABTGC,,,,,37.0,late log,,,1.0,1.0,1.0,1.0,1.0,yhjH_knockout:PA_delyhjH_wt:1,2.0
