,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,project_name,reference_condition,condition,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,co_culture,time,host_plant,host_genotype,infiltration_agent,inoculation_time (h post infiltration),sample_time (h post inoculation),additional_notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX3159056,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003774,SRP117027,PRJNA401856,401856,SRS2490380,SAMN07604125,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459387,GSE103441,GSM2771421,29531038,7604125,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_npr1,AvrRpt2_npr1,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,npr1-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_npr1,True,True,3.0,immunity_isolated__AvrRpt2_npr1__3.0,3.0
SRX3159057,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003775,SRP117027,PRJNA401856,401856,SRS2490381,SAMN07604124,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459388,GSE103441,GSM2771422,29531038,7604124,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_DE,AvrRpt2_DE,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_DE,True,True,3.0,immunity_isolated__AvrRpt2_DE__3.0,3.0
SRX3159058,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003776,SRP117027,PRJNA401856,401856,SRS2490382,SAMN07604123,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459389,GSE103441,GSM2771423,29531038,7604123,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_DEPS,AvrRpt2_DEPS,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1 pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_DEPS,True,True,2.0,immunity_isolated__AvrRpt2_DEPS__2.0,2.0
SRX3159060,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003778,SRP117027,PRJNA401856,401856,SRS2490384,SAMN07604121,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459391,GSE103441,GSM2771425,29531038,7604121,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_RR,AvrRpt2_RR,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,rpm1-3 rps2-101C,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_RR,True,True,1.0,immunity_isolated__AvrRpt2_RR__1.0,2.0
SRX3159061,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003779,SRP117027,PRJNA401856,401856,SRS2490385,SAMN07604120,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459392,GSE103441,GSM2771426,29531038,7604120,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,8.0,immunity_isolated__AvrRpt2_WT__8.0,14.0
SRX3159062,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003780,SRP117027,PRJNA401856,401856,SRS2490386,SAMN07604119,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459393,GSE103441,GSM2771427,29531038,7604119,Pto,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_RR,AvrRpt2_RR,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,rpm1-3 rps2-101C,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_RR,True,True,2.0,immunity_isolated__AvrRpt2_RR__2.0,2.0
SRX3159063,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003781,SRP117027,PRJNA401856,401856,SRS2490389,SAMN07604118,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459394,GSE103441,GSM2771428,29531038,7604118,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT_mock,WT_WT_mock,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,Water,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT_mock,True,True,2.0,immunity_isolated__WT_WT_mock__2.0,3.0
SRX3159066,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003784,SRP117027,PRJNA401856,401856,SRS2490390,SAMN07604115,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459397,GSE103441,GSM2771431,29531038,7604115,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT_SA,WT_WT_SA,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,SA,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT_SA,True,True,1.0,immunity_isolated__WT_WT_SA__1.0,3.0
SRX3159069,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003787,SRP117027,PRJNA401856,401856,SRS2490394,SAMN07604112,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459400,GSE103441,GSM2771434,29531038,7604112,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT_chitin,WT_WT_chitin,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,chitin,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT_chitin,True,True,1.0,immunity_isolated__WT_WT_chitin__1.0,2.0
SRX3159070,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003788,SRP117027,PRJNA401856,401856,SRS2490395,SAMN07604111,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459401,GSE103441,GSM2771435,29531038,7604111,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT_SA,WT_WT_SA,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,SA,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT_SA,True,True,2.0,immunity_isolated__WT_WT_SA__2.0,3.0
SRX3159071,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003789,SRP117027,PRJNA401856,401856,SRS2490393,SAMN07604110,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459402,GSE103441,GSM2771436,29531038,7604110,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT_mock,WT_WT_mock,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,Water,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT_mock,True,True,3.0,immunity_isolated__WT_WT_mock__3.0,3.0
SRX3159073,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003791,SRP117027,PRJNA401856,401856,SRS2490397,SAMN07604108,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459404,GSE103441,GSM2771438,29531038,7604108,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT_chitin,WT_WT_chitin,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,chitin,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT_chitin,True,True,2.0,immunity_isolated__WT_WT_chitin__2.0,2.0
SRX3159074,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003792,SRP117027,PRJNA401856,401856,SRS2490398,SAMN07604107,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459405,GSE103441,GSM2771439,29531038,7604107,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT_SA,WT_WT_SA,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,SA,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT_SA,True,True,3.0,immunity_isolated__WT_WT_SA__3.0,3.0
SRX3159075,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003793,SRP117027,PRJNA401856,401856,SRS2490400,SAMN07604106,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459406,GSE103441,GSM2771440,29531038,7604106,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,8.0,immunity_isolated__WT_WT__8.0,12.0
SRX3159076,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003794,SRP117027,PRJNA401856,401856,SRS2490399,SAMN07604105,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459407,GSE103441,GSM2771441,29531038,7604105,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,9.0,immunity_isolated__AvrRpt2_WT__9.0,14.0
SRX3159080,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003798,SRP117027,PRJNA401856,401856,SRS2490403,SAMN07604148,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459411,GSE103441,GSM2771445,29531038,7604148,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,10.0,immunity_isolated__AvrRpt2_WT__10.0,14.0
SRX3159082,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003800,SRP117027,PRJNA401856,401856,SRS2490406,SAMN07604146,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459413,GSE103441,GSM2771447,29531038,7604146,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,9.0,immunity_isolated__WT_WT__9.0,12.0
SRX3159083,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003801,SRP117027,PRJNA401856,401856,SRS2490407,SAMN07604145,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459414,GSE103441,GSM2771448,29531038,7604145,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,11.0,immunity_isolated__AvrRpt2_WT__11.0,14.0
SRX3159086,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003804,SRP117027,PRJNA401856,401856,SRS2490410,SAMN07604142,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459417,GSE103441,GSM2771451,29531038,7604142,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,10.0,immunity_isolated__WT_WT__10.0,12.0
SRX3159087,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003805,SRP117027,PRJNA401856,401856,SRS2490411,SAMN07604141,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459418,GSE103441,GSM2771452,29531038,7604141,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_pad4,WT_pad4,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_pad4,True,True,4.0,immunity_isolated__WT_pad4__4.0,4.0
SRX3159088,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003806,SRP117027,PRJNA401856,401856,SRS2490412,SAMN07604140,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459419,GSE103441,GSM2771453,29531038,7604140,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_PS,WT_PS,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_PS,True,True,4.0,immunity_isolated__WT_PS__4.0,4.0
SRX3159089,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003807,SRP117027,PRJNA401856,401856,SRS2490413,SAMN07604139,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459420,GSE103441,GSM2771454,29531038,7604139,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,12.0,immunity_isolated__AvrRpt2_WT__12.0,14.0
SRX3159090,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003808,SRP117027,PRJNA401856,401856,SRS2490414,SAMN07604138,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459421,GSE103441,GSM2771455,29531038,7604138,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_pad4,AvrRpt2_pad4,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_pad4,True,True,4.0,immunity_isolated__AvrRpt2_pad4__4.0,4.0
SRX3159091,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003809,SRP117027,PRJNA401856,401856,SRS2490416,SAMN07604137,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459422,GSE103441,GSM2771456,29531038,7604137,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_PS,AvrRpt2_PS,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_PS,True,True,3.0,immunity_isolated__AvrRpt2_PS__3.0,3.0
SRX3159092,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003810,SRP117027,PRJNA401856,401856,SRS2490415,SAMN07604136,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459423,GSE103441,GSM2771457,29531038,7604136,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,11.0,immunity_isolated__WT_WT__11.0,12.0
SRX3159093,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003811,SRP117027,PRJNA401856,401856,SRS2490417,SAMN07604135,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459424,GSE103441,GSM2771458,29531038,7604135,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_stp,WT_stp,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,stp1 stp13,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_stp,True,True,1.0,immunity_isolated__WT_stp__1.0,2.0
SRX3159094,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003812,SRP117027,PRJNA401856,401856,SRS2490418,SAMN07604134,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459425,GSE103441,GSM2771459,29531038,7604134,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,13.0,immunity_isolated__AvrRpt2_WT__13.0,14.0
SRX3159095,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003813,SRP117027,PRJNA401856,401856,SRS2490419,SAMN07604133,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459426,GSE103441,GSM2771460,29531038,7604133,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_stp,AvrRpt2_stp,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,stp1 stp13,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_stp,True,True,1.0,immunity_isolated__AvrRpt2_stp__1.0,2.0
SRX3159096,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003814,SRP117027,PRJNA401856,401856,SRS2490420,SAMN07604223,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459427,GSE103441,GSM2771461,29531038,7604223,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,12.0,immunity_isolated__WT_WT__12.0,12.0
SRX3159097,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003815,SRP117027,PRJNA401856,401856,SRS2490421,SAMN07604222,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459428,GSE103441,GSM2771462,29531038,7604222,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_stp,WT_stp,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,stp1 stp13,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_stp,True,True,2.0,immunity_isolated__WT_stp__2.0,2.0
SRX3159098,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003816,SRP117027,PRJNA401856,401856,SRS2490422,SAMN07604221,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459429,GSE103441,GSM2771463,29531038,7604221,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,14.0,immunity_isolated__AvrRpt2_WT__14.0,14.0
SRX3159099,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003817,SRP117027,PRJNA401856,401856,SRS2490423,SAMN07604220,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459430,GSE103441,GSM2771464,29531038,7604220,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_stp,AvrRpt2_stp,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,stp1 stp13,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_stp,True,True,2.0,immunity_isolated__AvrRpt2_stp__2.0,2.0
SRX3158988,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6003706,SRP117026,PRJNA401802,401802,SRS2490312,SAMN07604103,SRA605254,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459308,GSE103406,GSM2770697,29531038,7604103,Pto,,,immunity_no_isolation,immunity_no_isolation,WT_WT_mock,WT_WT_mock,WT_WT_mock,DC3000,King's B,Glycerol,,1.0,,30.0,6.9,,0.75,,,Arabidopsis thaliana,Col-0,DMSO,20.0,7.0,,True,True,True,True,immunity_no_isolation:WT_WT_mock,True,True,1.0,immunity_no_isolation__WT_WT_mock__1.0,3.0
SRX3158989,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6003707,SRP117026,PRJNA401802,401802,SRS2490313,SAMN07604102,SRA605254,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459309,GSE103406,GSM2770698,29531038,7604102,Pto,,,immunity_no_isolation,immunity_no_isolation,WT_WT_mock,WT_WT_flg22,WT_WT_flg22,DC3000,King's B,Glycerol,,1.0,,30.0,6.9,,0.75,,,Arabidopsis thaliana,Col-0,flg22,20.0,7.0,,True,True,True,True,immunity_no_isolation:WT_WT_flg22,True,True,1.0,immunity_no_isolation__WT_WT_flg22__1.0,3.0
SRX3158990,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6003708,SRP117026,PRJNA401802,401802,SRS2490314,SAMN07604101,SRA605254,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459310,GSE103406,GSM2770699,29531038,7604101,Pto,,,immunity_no_isolation,immunity_no_isolation,WT_WT_mock,WT_WT_flg22,WT_WT_flg22,DC3000,King's B,Glycerol,,1.0,,30.0,6.9,,0.75,,,Arabidopsis thaliana,Col-0,flg22,20.0,7.0,,True,True,True,True,immunity_no_isolation:WT_WT_flg22,True,True,2.0,immunity_no_isolation__WT_WT_flg22__2.0,3.0
