,regulator,regulator_id,gene_id,gene_name,Strain,gene_id (evidence),evidence,Ims,Link,Unnamed: 9
547,MetJ,PN96_RS14965,PN96_RS10115,gmhB,V. cholerae strain N16961,VC0908,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2682-MONOMER#tab=REGULON,
548,MetJ,PN96_RS14965,PN96_RS10120,metN,Vibrio parahaemolyticus RIMD 2210633,VP0706,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
549,MetJ,PN96_RS14965,PN96_RS10125,metI,Vibrio parahaemolyticus RIMD 2210633,VP0705,RegPrecise,43.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
550,MetJ,PN96_RS14965,PN96_RS10130,metQ,Vibrio parahaemolyticus RIMD 2210633,VP0704,RegPrecise,43.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
551,MetJ,PN96_RS14965,PN96_RS10500,metT,Vibrio parahaemolyticus RIMD 2210633,VP0632,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
552,MetJ,PN96_RS14965,PN96_RS11635,metQ2,Vibrio parahaemolyticus RIMD 2210633,VP0379,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
553,MetJ,PN96_RS14965,PN96_RS14275,btuB,V. cholerae strain N16961,VC0156,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2682-MONOMER#tab=REGULON,
554,MetJ,PN96_RS14965,PN96_RS14965,metJ,Vibrio parahaemolyticus RIMD 2210633,VP2766,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
555,MetJ,PN96_RS14965,PN96_RS14975,metB,Vibrio parahaemolyticus RIMD 2210633,VP2765,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
556,MetJ,PN96_RS14965,PN96_RS14980,metL,Vibrio parahaemolyticus RIMD 2210633,VP2764,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
557,MetJ,PN96_RS14965,PN96_RS14985,metF,Vibrio parahaemolyticus RIMD 2210633,VP2763,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
558,MetR,PN96_RS03890,PN96_RS03890,metR,Vibrio parahaemolyticus RIMD 2210633,VP1976,RegPrecise,43.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5782,
559,MetR,PN96_RS03890,PN96_RS03895,metE,Vibrio parahaemolyticus RIMD 2210633,VP1974,RegPrecise,2.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5782,
560,MetR,PN96_RS03890,PN96_RS10090,glyA,Vibrio parahaemolyticus RIMD 2210633,VP0715,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5782,
561,MetR,PN96_RS03890,PN96_RS14985,metF,Vibrio parahaemolyticus RIMD 2210633,VP2763,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5782,
562,MetR,PN96_RS03890,PN96_RS19260,metE2,Vibrio parahaemolyticus RIMD 2210633,VP1991,RegPrecise,2.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5782,
563,MetR,PN96_RS03890,PN96_RS19265,PF08908,Vibrio parahaemolyticus RIMD 2210633,VP1992,RegPrecise,2.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5782,
564,Mlc,PN96_RS03635,PN96_RS03605,ptsG,V. cholerae strain N16961,VC2013,BioCyc,28.0,https://biocyc.org/gene?orgid=VCHO&id=VC2007-MONOMER#tab=REGULON,
565,MOCO_RNA_motif,	RF01055,PN96_RS03350,moaA,Vibrio parahaemolyticus RIMD 2210633,VP2096,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39865,
566,MOCO_RNA_motif,	RF01055,PN96_RS03355,moaB,Vibrio parahaemolyticus RIMD 2210633,VP2095,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39865,
567,MOCO_RNA_motif,	RF01055,PN96_RS03360,moaC,Vibrio parahaemolyticus RIMD 2210633,VP2094,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39865,
568,MOCO_RNA_motif,	RF01055,PN96_RS03365,moaD,Vibrio parahaemolyticus RIMD 2210633,VP2093,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39865,
569,MOCO_RNA_motif,	RF01055,PN96_RS03370,moaE,Vibrio parahaemolyticus RIMD 2210633,VP2092,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39865,
570,NagC,PN96_RS09485,PN96_RS00745,mcp,Vibrio parahaemolyticus RIMD 2210633,VP2629,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
571,NagC,PN96_RS09485,PN96_RS00920,pgk,Vibrio parahaemolyticus RIMD 2210633,VP2600,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
572,NagC,PN96_RS09485,PN96_RS00925,fbaA,Vibrio parahaemolyticus RIMD 2210633,VP2599,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
573,NagC,PN96_RS09485,PN96_RS01100,pyrG,Vibrio parahaemolyticus RIMD 2210633,VP2562,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
574,NagC,PN96_RS09485,PN96_RS01105,eno,Vibrio parahaemolyticus RIMD 2210633,VP2561,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
575,NagC,PN96_RS09485,PN96_RS03075,aldE,Vibrio parahaemolyticus RIMD 2210633,VP2158,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
576,NagC,PN96_RS09485,PN96_RS03080,gapA,Vibrio parahaemolyticus RIMD 2210633,VP2157,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
577,NagC,PN96_RS09485,PN96_RS03605,ptsG,Vibrio parahaemolyticus RIMD 2210633,VP2046,RegPrecise,28.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
578,NagC,PN96_RS09485,PN96_RS07470,tfoX,Vibrio parahaemolyticus RIMD 2210633,VP1241,RegPrecise,20.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
579,NagC,PN96_RS09485,PN96_RS08385,tfoy,Vibrio parahaemolyticus RIMD 2210633,VP1028,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
580,NagC,PN96_RS09485,PN96_RS08405,glgA,Vibrio parahaemolyticus RIMD 2210633,VP1024,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
581,NagC,PN96_RS09485,PN96_RS08410,glgC,Vibrio parahaemolyticus RIMD 2210633,VP1023,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
582,NagC,PN96_RS09485,PN96_RS09475,nagE1,Vibrio parahaemolyticus RIMD 2210633,VP0831,RegPrecise,28.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
583,NagC,PN96_RS09485,PN96_RS09480,nagA,Vibrio parahaemolyticus RIMD 2210633,VP0829,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
584,NagC,PN96_RS09485,PN96_RS09485,nagC,Vibrio parahaemolyticus RIMD 2210633,VP0828,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
585,NagC,PN96_RS09485,PN96_RS09640,ptsH,Vibrio parahaemolyticus RIMD 2210633,VP0795,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
586,NagC,PN96_RS09485,PN96_RS09645,ptsI,Vibrio parahaemolyticus RIMD 2210633,VP0794,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
587,NagC,PN96_RS09485,PN96_RS09650,crr,Vibrio parahaemolyticus RIMD 2210633,VP0793,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
588,NagC,PN96_RS09485,PN96_RS11190,grcA,Vibrio parahaemolyticus RIMD 2210633,VP0497,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
589,NagC,PN96_RS09485,PN96_RS13610,glmU,Vibrio parahaemolyticus RIMD 2210633,VP3067,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
590,NagC,PN96_RS09485,PN96_RS16595,nagB,Vibrio parahaemolyticus RIMD 2210633,VPA0038,RegPrecise,17.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
591,NagC,PN96_RS09485,PN96_RS16675,chiA,Vibrio parahaemolyticus RIMD 2210633,VPA0055,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1990,
592,NarP,PN96_RS18340,PN96_RS02770,ccmA,Vibrio parahaemolyticus RIMD 2210633,VP2223,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
593,NarP,PN96_RS18340,PN96_RS02775,ccmB,Vibrio parahaemolyticus RIMD 2210633,VP2222,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
594,NarP,PN96_RS18340,PN96_RS02780,ccmC,Vibrio parahaemolyticus RIMD 2210633,VP2221,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
595,NarP,PN96_RS18340,PN96_RS02785,ccmD,Vibrio parahaemolyticus RIMD 2210633,VP2220,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
596,NarP,PN96_RS18340,PN96_RS02790,ccmE,Vibrio parahaemolyticus RIMD 2210633,VP2219,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
597,NarP,PN96_RS18340,PN96_RS02795,ccmF,Vibrio parahaemolyticus RIMD 2210633,VP2218,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
598,NarP,PN96_RS18340,PN96_RS02800,ccmG,Vibrio parahaemolyticus RIMD 2210633,VP2217,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
599,NarP,PN96_RS18340,PN96_RS02805,ccmH,Vibrio parahaemolyticus RIMD 2210633,VP2216,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
600,NarP,PN96_RS18340,PN96_RS02810,ccmH,Vibrio parahaemolyticus RIMD 2210633,VP2215,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
601,NarP,PN96_RS18340,PN96_RS03235,adhE,Vibrio parahaemolyticus RIMD 2210633,VP2121,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
602,NarP,PN96_RS18340,PN96_RS03350,moaA,Vibrio parahaemolyticus RIMD 2210633,VP2096,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
603,NarP,PN96_RS18340,PN96_RS03355,moaB,Vibrio parahaemolyticus RIMD 2210633,VP2095,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
604,NarP,PN96_RS18340,PN96_RS03360,moaC,Vibrio parahaemolyticus RIMD 2210633,VP2094,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
605,NarP,PN96_RS18340,PN96_RS03365,moaD,Vibrio parahaemolyticus RIMD 2210633,VP2093,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
606,NarP,PN96_RS18340,PN96_RS03370,moaE,Vibrio parahaemolyticus RIMD 2210633,VP2092,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
607,NarP,PN96_RS18340,PN96_RS08560,pflB,Vibrio parahaemolyticus RIMD 2210633,VP0994,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
608,NarP,PN96_RS18340,PN96_RS14470,dcuA,Vibrio parahaemolyticus RIMD 2210633,VP2864,RegPrecise,28.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
609,NarP,PN96_RS18340,PN96_RS14475,aspA,Vibrio parahaemolyticus RIMD 2210633,VP2863,RegPrecise,28.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
610,NarP,PN96_RS18340,PN96_RS16875,torY,Vibrio parahaemolyticus RIMD 2210633,VPA0127,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
611,NarP,PN96_RS18340,PN96_RS16880,torZ,Vibrio parahaemolyticus RIMD 2210633,VPA0128,RegPrecise,40.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
612,NarP,PN96_RS18340,PN96_RS18310,napC,Vibrio parahaemolyticus RIMD 2210633,VPA1201,RegPrecise,7.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
613,NarP,PN96_RS18340,PN96_RS18315,napB,Vibrio parahaemolyticus RIMD 2210633,VPA1200,RegPrecise,7.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
614,NarP,PN96_RS18340,PN96_RS18320,napA,Vibrio parahaemolyticus RIMD 2210633,VPA1199,RegPrecise,7.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
615,NarP,PN96_RS18340,PN96_RS18325,napD,Vibrio parahaemolyticus RIMD 2210633,VPA1198,RegPrecise,7.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
616,NarP,PN96_RS18340,PN96_RS18330,napF,Vibrio parahaemolyticus RIMD 2210633,VPA1197,RegPrecise,7.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
617,NarP,PN96_RS18340,PN96_RS18335,narQ,Vibrio parahaemolyticus RIMD 2210633,VPA1196,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
618,NarP,PN96_RS18340,PN96_RS18340,narP,Vibrio parahaemolyticus RIMD 2210633,VPA1195,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
619,NarP,PN96_RS18340,PN96_RS20595,nirB,Vibrio parahaemolyticus RIMD 2210633,VPA0987,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
620,NarP,PN96_RS18340,PN96_RS20600,nirD,Vibrio parahaemolyticus RIMD 2210633,VPA0986,RegPrecise,7.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
621,NarP,PN96_RS18340,PN96_RS20605,nirC,Vibrio parahaemolyticus RIMD 2210633,VPA0985,RegPrecise,7.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
622,NarP,PN96_RS18340,PN96_RS20610,cysG,Vibrio parahaemolyticus RIMD 2210633,VPA0984,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
623,NarP,PN96_RS18340,PN96_RS22825,adhB,Vibrio parahaemolyticus RIMD 2210633,VPA0566,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=4310,
624,NorR,PN96_RS07675,PN96_RS07675,norR2,Vibrio parahaemolyticus RIMD 2210633,VP1190,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3490,
625,NorR,PN96_RS07675,PN96_RS07680,hcr,Vibrio parahaemolyticus RIMD 2210633,VP1188,RegPrecise,21.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3490,
626,NorR2,PN96_RS07675,PN96_RS07675,norR2,Vibrio parahaemolyticus RIMD 2210633,VP1190,RegPrecise,16.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=34098,
627,NorR2,PN96_RS07675,PN96_RS07680,hcp,Vibrio parahaemolyticus RIMD 2210633,VP1189,RegPrecise,21.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=34098,
628,NorR2,PN96_RS07675,PN96_RS07685,hcr,Vibrio parahaemolyticus RIMD 2210633,VP1188,RegPrecise,21.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=34098,
629,NrdR ,PN96_RS10260,PN96_RS04110,yfaE,Vibrio parahaemolyticus RIMD 2210633,VP1936,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1662,
630,NrdR ,PN96_RS10260,PN96_RS04115,nrdB,Vibrio parahaemolyticus RIMD 2210633,VP1935,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1662,
631,NrdR ,PN96_RS10260,PN96_RS04120,nrdA,Vibrio parahaemolyticus RIMD 2210633,VP1934,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1662,
632,NrdR ,PN96_RS10260,PN96_RS20735,nrdD,Vibrio parahaemolyticus RIMD 2210633,VPA0941,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1662,
633,NrdR ,PN96_RS10260,PN96_RS20740,nrdG,Vibrio parahaemolyticus RIMD 2210633,VPA0940,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1662,
634,NrtR,PN96_RS17490,PN96_RS17485,pncA,Vibrio parahaemolyticus RIMD 2210633,VPA0307,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1643,
635,NrtR,PN96_RS17490,PN96_RS17490,nrtR,Vibrio parahaemolyticus RIMD 2210633,VPA0308,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1643,
636,NrtR,PN96_RS17490,PN96_RS17495,pncB,Vibrio parahaemolyticus RIMD 2210633,VPA0309,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1643,
637,NsrR,PN96_RS14790,PN96_RS01960,nnrS,Vibrio parahaemolyticus RIMD 2210633,VP2390,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1558,
638,NsrR,PN96_RS14790,PN96_RS14785,hmp,Vibrio parahaemolyticus RIMD 2210633,VP2809,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1558,
639,NsrR,PN96_RS14790,PN96_RS14790,nsrR,Vibrio parahaemolyticus RIMD 2210633,VP2808,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1558,
640,NtrC,PN96_RS12945,PN96_RS01485,glnK,Vibrio parahaemolyticus RIMD 2210633,VP2493,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2079,
641,NtrC,PN96_RS12945,PN96_RS01490,amtB,Vibrio parahaemolyticus RIMD 2210633,VP2492,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2079,
642,NtrC,PN96_RS12945,PN96_RS05910,amtB2,Vibrio parahaemolyticus RIMD 2210633,VP1523,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2079,
643,NtrC,PN96_RS12945,PN96_RS12930,glnA,Vibrio parahaemolyticus RIMD 2210633,VP0121,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2079,
644,NtrC,PN96_RS12945,PN96_RS12930,glnA,V. cholerae strain N16961,VC2746,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2749-MONOMER#tab=REGULON,
645,NtrC,PN96_RS12945,PN96_RS12940,ntrB,Vibrio parahaemolyticus RIMD 2210633,VP0119,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2079,
646,NtrC,PN96_RS12945,PN96_RS12940,glnL,V. cholerae strain N16961,VC2748,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2749-MONOMER#tab=REGULON,
647,NtrC,PN96_RS12945,PN96_RS12945,ntrC,Vibrio parahaemolyticus RIMD 2210633,VP0118,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2079,
648,NtrC,PN96_RS12945,PN96_RS12945,glnG,V. cholerae strain N16961,VC2749,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2749-MONOMER#tab=REGULON,
649,NtrC,PN96_RS12945,PN96_RS12950,,V. cholerae strain N16961,VC2750,BioCyc,17.0,https://biocyc.org/gene?orgid=VCHO&id=VC2749-MONOMER#tab=REGULON,
650,OpaR,PN96_RS01380,PN96_RS09165,,Vibrio parahaemolyticus,VP0907,"Chip-Seq, qPCR, EMSA",20.0,https://doi.org/10.3389/fmicb.2020.534692,
651,OpaR,PN96_RS01380,PN96_RS11480,degS,Vibrio parahaemolyticus,VP0432,"Chip-Seq, qPCR, EMSA",,https://doi.org/10.3389/fmicb.2020.534692,
652,OpaR,PN96_RS01380,PN96_RS03660,sohB,Vibrio parahaemolyticus,VP2032,"Chip-Seq, qPCR, EMSA",,https://doi.org/10.3389/fmicb.2020.534692,
653,PdhR,PN96_RS01360,PN96_RS01360,pdhR,Vibrio parahaemolyticus RIMD 2210633,VP2520,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1742,
654,PdhR,PN96_RS01360,PN96_RS01365,aceE,Vibrio parahaemolyticus RIMD 2210633,VP2519,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1742,
655,PdhR,PN96_RS01360,PN96_RS01370,aceF,Vibrio parahaemolyticus RIMD 2210633,VP2518,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1742,
656,PdhR,PN96_RS01360,PN96_RS01375,lpdA,Vibrio parahaemolyticus RIMD 2210633,VP2517,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1742,
657,PdxW,PN96_RS18145,PN96_RS18140,pdxO,Vibrio parahaemolyticus RIMD 2210633,VPA1238,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=61181,
658,PhnR,PN96_RS17335,PN96_RS17300,phnX,Vibrio parahaemolyticus RIMD 2210633,VPA0233,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
659,PhnR,PN96_RS17335,PN96_RS17305,COG0160,Vibrio parahaemolyticus RIMD 2210633,VPA0234,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
660,PhnR,PN96_RS17335,PN96_RS17310,phnW,Vibrio parahaemolyticus RIMD 2210633,VPA0235,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
661,PhnR,PN96_RS17335,PN96_RS17315,phnS,Vibrio parahaemolyticus RIMD 2210633,VPA0236,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
662,PhnR,PN96_RS17335,PN96_RS17325,phnT,Vibrio parahaemolyticus RIMD 2210633,VPA0238,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
663,PhnR,PN96_RS17335,PN96_RS17330,phnU,Vibrio parahaemolyticus RIMD 2210633,VPA0239,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
664,PhnR,PN96_RS17335,PN96_RS17335,phnR,Vibrio parahaemolyticus RIMD 2210633,VPA0240,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
665,PhnR,PN96_RS17335,PN96_RS17340,,Vibrio parahaemolyticus RIMD 2210633,VPA0241,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
666,PhnR,PN96_RS17335,PN96_RS17610,COG0560,Vibrio parahaemolyticus RIMD 2210633,VPA0349,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
667,PhnR,PN96_RS17335,PN96_RS17615,phnT2,Vibrio parahaemolyticus RIMD 2210633,VPA0350,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
668,PhnR,PN96_RS17335,PN96_RS17620,phnV2,Vibrio parahaemolyticus RIMD 2210633,VPA0351,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
669,PhnR,PN96_RS17335,PN96_RS17625,phnU2,Vibrio parahaemolyticus RIMD 2210633,VPA0352,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
670,PhnR,PN96_RS17335,PN96_RS17630,PF01663,Vibrio parahaemolyticus RIMD 2210633,VPA0353,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
671,PhnR,PN96_RS17335,PN96_RS17635,phnS2,Vibrio parahaemolyticus RIMD 2210633,VPA0354,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
672,PhnR,PN96_RS17335,PN96_RS17640,phnR2,Vibrio parahaemolyticus RIMD 2210633,VPA0355,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3284,
