,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,R1,R2,BAM,alignment,doi,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,Model,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample_1,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample_2,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,swift,Claimed by,precise2_id,precise1_id,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,approx_OD,growth_phase,dilution_rate,culture_type,time,additional_notes,original_order,drop,passed_number_conditions,n_replicates
SRX5694267,abx_mega__dmso-5__2,,abx_mega,dmso-5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909426,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-5,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633568,SAMN11421304,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672137.0,11421304.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1111.0,,1.0,3
SRX5694268,abx_mega__polmyx_h2o__1,,abx_mega,polmyx_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909425,,PAIRED,ILLUMINA,True,,True,True,abx_mega:polmyx_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633569,SAMN11421261,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672138.0,11421261.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Polymyxin,,0.5,mid-log,,,,,1112.0,,1.0,7
SRX5694269,abx_mega__h2o-8b__1,,abx_mega,h2o-8b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909424,,PAIRED,ILLUMINA,True,,True,True,abx_mega:h2o-8b,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633570,SAMN11421372,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672139.0,11421372.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1113.0,,1.0,3
SRX5694271,abx_mega__h2o-6__1,,abx_mega,h2o-6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909422,,PAIRED,ILLUMINA,True,,True,True,abx_mega:h2o-6,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633572,SAMN11421370,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672141.0,11421370.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1114.0,,1.0,3
SRX5694273,abx_mega__thio_dmso__1,,abx_mega,thio_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909420,,PAIRED,ILLUMINA,True,,True,True,abx_mega:thio_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633574,SAMN11421368,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672143.0,11421368.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Thiostrepton,,0.5,mid-log,,,,,1116.0,,1.0,4
SRX5694274,abx_mega__phos_h2o__2,,abx_mega,phos_h2o,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909419,,PAIRED,ILLUMINA,True,,True,True,abx_mega:phos_h2o,True,True,2019-06-14 12:18:27,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633575,SAMN11421352,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672144.0,11421352.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Phosphomycin,,0.5,mid-log,,,,,1117.0,,1.0,7
SRX5694275,abx_mega__ctx_h2o__2,,abx_mega,ctx_h2o,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909418,,PAIRED,ILLUMINA,True,,True,True,abx_mega:ctx_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633576,SAMN11421529,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672145.0,11421529.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Cefotaxime,,0.5,mid-log,,,,,1118.0,,1.0,4
SRX5694276,abx_mega__lzd_dmso__1,,abx_mega,lzd_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909417,,PAIRED,ILLUMINA,True,,True,True,abx_mega:lzd_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633577,SAMN11421341,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672146.0,11421341.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Linezolid,,0.5,mid-log,,,,,1119.0,,1.0,4
SRX5694277,abx_mega__naoh-9__1,,abx_mega,naoh-9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909416,,PAIRED,ILLUMINA,True,,True,True,abx_mega:naoh-9,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633578,SAMN11421369,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672147.0,11421369.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1120.0,,1.0,2
SRX5694278,abx_mega__dox_dmso__1,,abx_mega,dox_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909415,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dox_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633580,SAMN11421366,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672148.0,11421366.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Doxycycline,,0.5,mid-log,,,,,1121.0,,1.0,8
SRX5694279,abx_mega__phos_ethanol__1,,abx_mega,phos_ethanol,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909414,,PAIRED,ILLUMINA,True,,True,True,abx_mega:phos_ethanol,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633579,SAMN11421367,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672149.0,11421367.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Phosphomycin,,0.5,mid-log,,,,,1122.0,,1.0,2
SRX5694280,abx_mega__teix_dmso__1,,abx_mega,teix_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909413,,PAIRED,ILLUMINA,True,,True,True,abx_mega:teix_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633581,SAMN11421364,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672150.0,11421364.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Teixobactin,,0.5,mid-log,,,,,1123.0,,1.0,18
SRX5694281,abx_mega__dmso-10__1,,abx_mega,dmso-10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909412,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-10,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633582,SAMN11421365,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672151.0,11421365.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1124.0,,1.0,3
SRX5694282,abx_mega__van_dmso__1,,abx_mega,van_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909411,,PAIRED,ILLUMINA,True,,True,True,abx_mega:van_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633583,SAMN11421307,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672152.0,11421307.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Vancomycin,,0.5,mid-log,,,,,1125.0,,1.0,5
SRX5694283,abx_mega__ramo_h2o__1,,abx_mega,ramo_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909410,,PAIRED,ILLUMINA,True,,True,True,abx_mega:ramo_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633584,SAMN11421526,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672153.0,11421526.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Ramoplanin,,0.5,mid-log,,,,,1126.0,,1.0,3
SRX5694284,abx_mega__tec_h2o__2,,abx_mega,tec_h2o,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909409,,PAIRED,ILLUMINA,True,,True,True,abx_mega:tec_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633585,SAMN11421484,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672154.0,11421484.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Teicoplanin,,0.5,mid-log,,,,,1127.0,,1.0,3
SRX5694285,abx_mega__h2o-7__1,,abx_mega,h2o-7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909408,,PAIRED,ILLUMINA,True,,True,True,abx_mega:h2o-7,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633586,SAMN11421506,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672155.0,11421506.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1128.0,,1.0,3
SRX5694286,abx_mega__cro_h2o__1,,abx_mega,cro_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909407,,PAIRED,ILLUMINA,True,,True,True,abx_mega:cro_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633587,SAMN11421309,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672156.0,11421309.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Ceftriaxone,,0.5,mid-log,,,,,1129.0,,1.0,4
SRX5694287,abx_mega__tric_ethanol__1,,abx_mega,tric_ethanol,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909406,,PAIRED,ILLUMINA,True,,True,True,abx_mega:tric_ethanol,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633588,SAMN11421509,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672157.0,11421509.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Triclosan,,0.5,mid-log,,,,,1130.0,,1.0,2
SRX5694288,abx_mega__nor_naoh__1,,abx_mega,nor_naoh,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909405,,PAIRED,ILLUMINA,True,,True,True,abx_mega:nor_naoh,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633589,SAMN11421325,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672158.0,11421325.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Norfloxacin,,0.5,mid-log,,,,,1131.0,,1.0,5
SRX5694289,abx_mega__teix_dmso__2,,abx_mega,teix_dmso,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909404,,PAIRED,ILLUMINA,True,,True,True,abx_mega:teix_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633590,SAMN11421333,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672159.0,11421333.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Teixobactin,,0.5,mid-log,,,,,1132.0,,1.0,18
SRX5694290,abx_mega__nal_naoh__3,,abx_mega,nal_naoh,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909403,,PAIRED,ILLUMINA,True,,True,True,abx_mega:nal_naoh,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633592,SAMN11421439,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672160.0,11421439.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Nalidixic-Acid,,0.5,mid-log,,,,,1133.0,,1.0,8
SRX5694291,abx_mega__novo_h2o__2,,abx_mega,novo_h2o,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909402,,PAIRED,ILLUMINA,True,,True,True,abx_mega:novo_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633591,SAMN11421438,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672161.0,11421438.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Novobiocin,,0.5,mid-log,,,,,1134.0,,1.0,7
SRX5694292,abx_mega__dmso-10__2,,abx_mega,dmso-10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909401,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-10,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633593,SAMN11421441,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672162.0,11421441.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1135.0,,1.0,3
SRX5694293,abx_mega__phos_h2o__3,,abx_mega,phos_h2o,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909400,,PAIRED,ILLUMINA,True,,True,True,abx_mega:phos_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633594,SAMN11421440,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672163.0,11421440.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Phosphomycin,,0.5,mid-log,,,,,1136.0,,1.0,7
SRX5694294,abx_mega__dmso-6__2,,abx_mega,dmso-6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909399,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-6,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633595,SAMN11421435,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672164.0,11421435.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1137.0,,1.0,3
SRX5694295,abx_mega__rfp_ethanol__1,,abx_mega,rfp_ethanol,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909398,,PAIRED,ILLUMINA,True,,True,True,abx_mega:rfp_ethanol,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633597,SAMN11421434,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672165.0,11421434.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Rifapentine,,0.5,mid-log,,,,,1138.0,,1.0,2
SRX5694296,abx_mega__dmso-5__3,,abx_mega,dmso-5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909397,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-5,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633596,SAMN11421437,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672166.0,11421437.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1139.0,,1.0,3
SRX5694297,abx_mega__amyc-d_dmso__1,,abx_mega,amyc-d_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909396,,PAIRED,ILLUMINA,True,,True,True,abx_mega:amyc-d_dmso,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633598,SAMN11421436,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672167.0,11421436.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Actinomycin-D,,0.5,mid-log,,,,,1140.0,,1.0,8
SRX5694298,abx_mega__sxt_dmso__1,,abx_mega,sxt_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909395,,PAIRED,ILLUMINA,True,,True,True,abx_mega:sxt_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633599,SAMN11421533,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672168.0,11421533.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Sulfamethoxazole,,0.5,mid-log,,,,,1141.0,,1.0,4
SRX5694299,abx_mega__dmso-1__1,,abx_mega,dmso-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909394,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-1,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633600,SAMN11421532,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672169.0,11421532.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1142.0,,1.0,2
SRX5694300,abx_mega__pen_h2o__1,,abx_mega,pen_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909393,,PAIRED,ILLUMINA,True,,True,True,abx_mega:pen_h2o,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633601,SAMN11421443,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672170.0,11421443.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Penicillin,,0.5,mid-log,,,,,1143.0,,1.0,5
SRX5694301,abx_mega__dmso-10__3,,abx_mega,dmso-10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909392,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-10,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633602,SAMN11421442,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672171.0,11421442.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1144.0,,1.0,3
SRX5694302,abx_mega__nal_naoh__4,,abx_mega,nal_naoh,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909391,,PAIRED,ILLUMINA,True,,True,True,abx_mega:nal_naoh,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633603,SAMN11421518,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672172.0,11421518.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Nalidixic-Acid,,0.5,mid-log,,,,,1145.0,,1.0,8
SRX5694303,abx_mega__cip_naoh__1,,abx_mega,cip_naoh,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909390,,PAIRED,ILLUMINA,True,,True,True,abx_mega:cip_naoh,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633604,SAMN11421539,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672173.0,11421539.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Ciprofloxacin,,0.5,mid-log,,,,,1146.0,,1.0,5
SRX5694304,abx_mega__pen_h2o__2,,abx_mega,pen_h2o,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909389,,PAIRED,ILLUMINA,True,,True,True,abx_mega:pen_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633605,SAMN11421363,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672174.0,11421363.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Penicillin,,0.5,mid-log,,,,,1147.0,,1.0,5
SRX5694305,abx_mega__ery_dmso__2,,abx_mega,ery_dmso,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909388,,PAIRED,ILLUMINA,True,,True,True,abx_mega:ery_dmso,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633606,SAMN11421362,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672175.0,11421362.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Erythromycin,,0.5,mid-log,,,,,1148.0,,1.0,3
SRX5694306,abx_mega__dmso-2__2,,abx_mega,dmso-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909387,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-2,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633607,SAMN11421519,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672176.0,11421519.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1149.0,,1.0,2
SRX5694307,abx_mega__van_dmso__2,,abx_mega,van_dmso,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909386,,PAIRED,ILLUMINA,True,,True,True,abx_mega:van_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633608,SAMN11421359,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672177.0,11421359.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Vancomycin,,0.5,mid-log,,,,,1150.0,,1.0,5
SRX5694308,abx_mega__h2o-1b__1,,abx_mega,h2o-1b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909385,,PAIRED,ILLUMINA,True,,True,True,abx_mega:h2o-1b,True,True,2019-06-14 12:18:29,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633609,SAMN11421358,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672178.0,11421358.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1151.0,,1.0,2
