,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX3798492,3/15/18 14:33,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843052,SRP135791,PRJNA438234,438234,SRS3050570,SAMN08711860,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233165,,,30214435.0,8711860,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2,1,SPI-2ind_LowOD_intracellularRNAs_2,,,True,True,True,omv:spi2_ind_lowOD_intracellularRNAs,True,True,2.0,omv:spi2_ind_lowOD_intracellularRNAs:2.0,3.0
SRX3798499,3/15/18 14:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843045,SRP135791,PRJNA438234,438234,SRS3050578,SAMN08711876,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233172,,,30214435.0,8711876,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,stationary,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3,1,SPI-2ind_HighOD_intracellularRNAs_3,,,True,True,True,omv:spi2_ind_highOD_intracellularRNAs,True,True,1.0,omv:spi2_ind_highOD_intracellularRNAs:1.0,3.0
SRX3798500,3/15/18 14:37,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843044,SRP135791,PRJNA438234,438234,SRS3050579,SAMN08711877,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233173,,,30214435.0,8711877,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi1_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,LB,,,Aerobic,10g/L NaCl,37C,,stationary,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1,1,SPI-1ind-LB_HighOD _intracellularRNAs_1,,,True,True,True,omv:spi1_ind_highOD_intracellularRNAs,True,True,1.0,omv:spi1_ind_highOD_intracellularRNAs:1.0,3.0
SRX3798501,3/15/18 14:35,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843043,SRP135791,PRJNA438234,438234,SRS3050580,SAMN08711874,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233174,,,30214435.0,8711874,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,stationary,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1,1,SPI-2ind_HighOD_intracellularRNAs_1,,,True,True,True,omv:spi2_ind_highOD_intracellularRNAs,True,True,2.0,omv:spi2_ind_highOD_intracellularRNAs:2.0,3.0
SRX3798502,3/15/18 14:38,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843042,SRP135791,PRJNA438234,438234,SRS3050581,SAMN08711875,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233175,,,30214435.0,8711875,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,stationary,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2,1,SPI-2ind_HighOD_intracellularRNAs_2,,,True,True,True,omv:spi2_ind_highOD_intracellularRNAs,True,True,3.0,omv:spi2_ind_highOD_intracellularRNAs:3.0,3.0
SRX3798503,3/15/18 14:39,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843041,SRP135791,PRJNA438234,438234,SRS3050582,SAMN08711872,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233176,,,30214435.0,8711872,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2,1,ControlPCN_HighOD_intracellularRNAs_2,,,True,True,True,omv:controlPCN_highOD_intracellularRNAs,True,True,1.0,omv:controlPCN_highOD_intracellularRNAs:1.0,3.0
SRX3798504,3/15/18 14:37,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843040,SRP135791,PRJNA438234,438234,SRS3050583,SAMN08711873,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233177,,,30214435.0,8711873,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3,1,ControlPCN_HighOD_intracellularRNAs_3,,,True,True,True,omv:controlPCN_highOD_intracellularRNAs,True,True,2.0,omv:controlPCN_highOD_intracellularRNAs:2.0,3.0
SRX3798506,3/15/18 14:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843038,SRP135791,PRJNA438234,438234,SRS3050585,SAMN08711871,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233179,,,30214435.0,8711871,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1,1,ControlPCN_HighOD_intracellularRNAs_1,,,True,True,True,omv:controlPCN_highOD_intracellularRNAs,True,True,3.0,omv:controlPCN_highOD_intracellularRNAs:3.0,3.0
SRX3798507,3/15/18 14:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843037,SRP135791,PRJNA438234,438234,SRS3050586,SAMN08711878,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233180,,,30214435.0,8711878,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi1_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,LB,,,Aerobic,10g/L NaCl,37C,,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2,1,SPI-1ind-LB_HighOD _intracellularRNAs_2,,,True,True,True,omv:spi1_ind_highOD_intracellularRNAs,True,True,2.0,omv:spi1_ind_highOD_intracellularRNAs:2.0,3.0
SRX3798508,3/15/18 14:38,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843036,SRP135791,PRJNA438234,438234,SRS3050587,SAMN08711879,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233181,,,30214435.0,8711879,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi1_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,LB,,,Aerobic,10g/L NaCl,37C,,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3,1,SPI-1ind-LB_HighOD _intracellularRNAs_3,,,True,True,True,omv:spi1_ind_highOD_intracellularRNAs,True,True,3.0,omv:spi1_ind_highOD_intracellularRNAs:3.0,3.0
SRX3798509,3/15/18 14:31,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843035,SRP135791,PRJNA438234,438234,SRS3050588,SAMN08711857,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233182,,,30214435.0,8711857,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2,1,ControlPCN_LowOD_intracellularRNAs_2,,,True,True,True,omv:controlPCN_lowOD_intracellularRNAs,True,True,1.0,omv:controlPCN_lowOD_intracellularRNAs:1.0,3.0
SRX3798510,3/15/18 14:31,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843034,SRP135791,PRJNA438234,438234,SRS3050589,SAMN08711856,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233183,,,30214435.0,8711856,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1,1,ControlPCN_LowOD_intracellularRNAs_1,,,True,True,True,omv:controlPCN_lowOD_intracellularRNAs,True,True,2.0,omv:controlPCN_lowOD_intracellularRNAs:2.0,3.0
SRX3798517,3/15/18 14:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843027,SRP135791,PRJNA438234,438234,SRS3050595,SAMN08711859,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233190,,,30214435.0,8711859,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1,1,SPI-2ind_LowOD_intracellularRNAs_1,,,True,True,True,omv:spi2_ind_lowOD_intracellularRNAs,True,True,3.0,omv:spi2_ind_lowOD_intracellularRNAs:3.0,3.0
SRX3798518,3/15/18 14:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843026,SRP135791,PRJNA438234,438234,SRS3050596,SAMN08711858,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233191,,,30214435.0,8711858,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3,1,ControlPCN_LowOD_intracellularRNAs_3,,,True,True,True,omv:controlPCN_lowOD_intracellularRNAs,True,True,3.0,omv:controlPCN_lowOD_intracellularRNAs:3.0,3.0
SRX4341761,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472124,SRP152082,PRJNA479732,479732,SRS3502402,SAMN09603499,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897457,,,,9603499,SV 5015,STM1625 mutant,NC_003197.2;NC_003277.2,sv5015,STM1625,WT,STM1625,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM1625,Human,,,3,1,STM1625_1,,,True,True,True,sv5015:STM1625,True,True,1.0,sv5015:STM1625:1.0,3.0
SRX4341762,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472123,SRP152082,PRJNA479732,479732,SRS3502403,SAMN09603498,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897458,,,,9603498,SV 5015,STM1625 mutant,NC_003197.2;NC_003277.2,sv5015,STM1625,WT,STM1625,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM1625,Human,,,2,1,STM1625_2,,,True,True,True,sv5015:STM1625,True,True,2.0,sv5015:STM1625:2.0,3.0
SRX4341763,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472122,SRP152082,PRJNA479732,479732,SRS3502404,SAMN09603497,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897459,,,,9603497,SV 5015,STM1625 mutant,NC_003197.2;NC_003277.2,sv5015,STM1625,WT,STM1625,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM1625,Human,,,1,1,STM1625_3,,,True,True,True,sv5015:STM1625,True,True,3.0,sv5015:STM1625:3.0,3.0
SRX4341764,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472121,SRP152082,PRJNA479732,479732,SRS3502405,SAMN09603496,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897460,,,,9603496,SV 5015,STM 0581 mutant,NC_003197.2;NC_003277.2,sv5015,STM0581,WT,STM0581,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM0581,Human,,,3,1,STM0581_1,,,True,True,True,sv5015:STM0581,True,True,1.0,sv5015:STM0581:1.0,3.0
SRX4341765,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472120,SRP152082,PRJNA479732,479732,SRS3502406,SAMN09603495,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897461,,,,9603495,SV 5015,STM 0581 mutant,NC_003197.2;NC_003277.2,sv5015,STM0581,WT,STM0581,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM0581,Human,,,2,1,STM0581_2,,,True,True,True,sv5015:STM0581,True,True,2.0,sv5015:STM0581:2.0,3.0
SRX4341766,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472119,SRP152082,PRJNA479732,479732,SRS3502407,SAMN09603494,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897462,,,,9603494,SV 5015,STM 0581 mutant,NC_003197.2;NC_003277.2,sv5015,STM0581,WT,STM0581,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM0581,Human,,,1,1,STM0581_3,,,True,True,True,sv5015:STM0581,True,True,3.0,sv5015:STM0581:3.0,3.0
SRX4341767,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472118,SRP152082,PRJNA479732,479732,SRS3502408,SAMN09603493,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897463,,,,9603493,SV 5015,wild-type,NC_003197.2;NC_003277.2,sv5015,WT,WT,WT,,,,,,,,,,,Salmonella enterica serovar Typhimurium SV 5015,Human,WT,,2,1,WT_2,,,True,True,True,sv5015:WT,True,True,1.0,sv5015:WT:1.0,3.0
SRX4341768,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472117,SRP152082,PRJNA479732,479732,SRS3502409,SAMN09603492,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897464,,,,9603492,SV 5015,wild-type,NC_003197.2;NC_003277.2,sv5015,WT,WT,WT,,,,,,,,,,,Salmonella enterica serovar Typhimurium SV 5015,Human,WT,,3,1,WT_3,,,True,True,True,sv5015:WT,True,True,2.0,sv5015:WT:2.0,3.0
SRX4341769,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472116,SRP152082,PRJNA479732,479732,SRS3502410,SAMN09603491,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897465,,,,9603491,SV 5015,wild-type,NC_003197.2;NC_003277.2,sv5015,WT,WT,WT,,,,,,,,,,,Salmonella enterica serovar Typhimurium SV 5015,Human,WT,,1,1,WT_1,,,True,True,True,sv5015:WT,True,True,3.0,sv5015:WT:3.0,3.0
SRX1258665,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444791,SRP063839,PRJNA296349,296349,SRS1073753,SAMN04096038,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807487,GSE73192,GSM1888395,,4096038,LT2,WT,NC_003197.2;NC_003277.2,tomato,tomato_root,LB,WT,tomato_root,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1,1,tomato_root_1,,,True,True,True,tomato:tomato_root,True,True,1.0,tomato:tomato_root:1.0,3.0
SRX1258666,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444793,SRP063839,PRJNA296349,296349,SRS1073752,SAMN04096039,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807488,GSE73192,GSM1888396,,4096039,LT2,WT,NC_003197.2;NC_003277.2,tomato,tomato_root,LB,WT,tomato_root,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2,1,tomato_root_2,,,True,True,True,tomato:tomato_root,True,True,2.0,tomato:tomato_root:2.0,3.0
SRX1258667,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444794,SRP063839,PRJNA296349,296349,SRS1073751,SAMN04096040,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807489,GSE73192,GSM1888397,,4096040,LT2,WT,NC_003197.2;NC_003277.2,tomato,tomato_root,LB,WT,tomato_root,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3,1,tomato_root_3,,,True,True,True,tomato:tomato_root,True,True,3.0,tomato:tomato_root:3.0,3.0
SRX1258669,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444797,SRP063839,PRJNA296349,296349,SRS1073749,SAMN04096042,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807491,GSE73192,GSM1888399,,4096042,LT2,WT,NC_003197.2;NC_003277.2,tomato,LB,LB,WT,LB,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2,1,LB_2,,,True,True,True,tomato:LB,True,True,1.0,tomato:LB:1.0,2.0
SRX1258670,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444799,SRP063839,PRJNA296349,296349,SRS1073748,SAMN04096043,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807492,GSE73192,GSM1888400,,4096043,LT2,WT,NC_003197.2;NC_003277.2,tomato,LB,LB,WT,LB,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3,1,LB_3,,,True,True,True,tomato:LB,True,True,2.0,tomato:LB:2.0,2.0
ERX2079594,7/1/17 16:13,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR2020347,ERP023846,PRJEB21580,392632,ERS1803458,SAMEA104144440,ERA966101,RNA-Seq,PolyA,TRANSCRIPTOMIC,,"BGI, Hong Kong",254,94,4243781,,,28720734.0,7309407,SL1344,AcrB D408A mutant (T>G 530662),NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,AcrB_efflux_virulence,AcrB_D408A,WT,AcrB_D408A,MOPS minimal,,,Aerobic,2.6 mM histidine,37C,,,0.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,,1,1,AcrB_D408A_1,,,True,True,True,AcrB_efflux_virulence:AcrB_D408A,True,True,1.0,AcrB_efflux_virulence:AcrB_D408A:1.0,3.0
ERX2079595,7/1/17 16:13,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR2020348,ERP023846,PRJEB21580,392632,ERS1803459,SAMEA104144441,ERA966101,RNA-Seq,PolyA,TRANSCRIPTOMIC,,"BGI, Hong Kong",166,6,4243782,,,28720734.0,7309408,SL1344,AcrB D408A mutant (T>G 530662),NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,AcrB_efflux_virulence,AcrB_D408A,WT,AcrB_D408A,MOPS minimal,,,Aerobic,2.6 mM histidine,37C,,,0.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,,2,1,AcrB_D408A_2,,,True,True,True,AcrB_efflux_virulence:AcrB_D408A,True,True,2.0,AcrB_efflux_virulence:AcrB_D408A:2.0,3.0
ERX2079596,7/1/17 16:13,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR2020349,ERP023846,PRJEB21580,392632,ERS1803460,SAMEA104144442,ERA966101,RNA-Seq,PolyA,TRANSCRIPTOMIC,,"BGI, Hong Kong",268,108,4243783,,,28720734.0,7309409,SL1344,AcrB D408A mutant (T>G 530662),NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,AcrB_efflux_virulence,AcrB_D408A,WT,AcrB_D408A,MOPS minimal,,,Aerobic,2.6 mM histidine,37C,,,0.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,,3,1,AcrB_D408A_3,,,True,True,True,AcrB_efflux_virulence:AcrB_D408A,True,True,3.0,AcrB_efflux_virulence:AcrB_D408A:3.0,3.0
ERX2079597,7/1/17 16:13,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR2020350,ERP023846,PRJEB21580,392632,ERS1803461,SAMEA104144443,ERA966101,RNA-Seq,PolyA,TRANSCRIPTOMIC,,"BGI, Hong Kong",267,107,4243784,,,28720734.0,7309410,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,AcrB_efflux_virulence,WT,WT,WT,MOPS minimal,,,Aerobic,2.6 mM histidine,37C,,,0.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,,1,1,WT_1,,,True,True,True,AcrB_efflux_virulence:WT,True,True,1.0,AcrB_efflux_virulence:WT:1.0,3.0
